FID,fid,gid,geom,rwydirecti,effectived,runway_pk,rwyendid,truebrg,truebrgsrc,magbrg,threshlat,threshlon,codedatum,valgeoaccu,uomgeoaccu,elevaccura,geoidundul,uomdistver,valcrc,verdatum,gradient,tdzelevloc,tdzelev,threshelev,elevtdzacc,tch,vasis,vasisangle,durtax,descrpsnva,meht,uommeht,descrarstd,descrrvr,vfrpattern,txtrmk,uomtch,descrpsnv1,txtrmk_lcl,codeportab,codepsnvas,noboxvasis,elevtdzac1,elevationt,truebearin,slopetdz,apprmarkin,apprmarki1,classlight,precapproc,rwyelement,rmk_light_,rmk_light1,light_desc,gradientrm,bltype,geoiduom,vertaccuom,originalla,originallo,originalsr,originalel,originale1,geoidrefsy,emergencyl,codeintst,codecolour,emenda,emenda_futura
rwydirection.fid--4f6e8018_187234ca30b_-5098,380,380,MULTIPOINT ((-52.330547222 -31.719313889000002)),67,2017-07-20,34,15,142,,156,-31.71931389,-52.33054722,WGE,,M,,9.11,M,,EGM_96,,,,17.77,,,,,,,,FT,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5097,381,381,MULTIPOINT ((-52.322591667 -31.728074999999997)),68,2017-07-20,34,33,322,,336,-31.728075,-52.32259167,WGE,,M,,9.09,M,,EGM_96,,,,15.89,,,,,,,,FT,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5096,382,382,MULTIPOINT ((-49.131102778000006 -5.3629138890000005)),215,2017-07-20,113,25,,,,-5.36291389,-49.13110278,WGE,,M,,,M,,EGM_96,,,,101.2,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5095,383,383,MULTIPOINT ((-49.928352778000004 -22.204258333)),216,2017-07-20,119,03,,,,-22.20425833,-49.92835278,WGE,,M,,,M,,EGM_96,,,,650.44,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5094,384,384,MULTIPOINT ((-49.924586111 -22.189344444)),217,2017-07-20,119,21,,,,-22.18934444,-49.92458611,WGE,,M,,,M,,EGM_96,,,,633.07,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5093,385,385,MULTIPOINT ((0 0)),222,2011-05-01,840,13,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5092,386,386,MULTIPOINT ((0 0)),223,2011-05-01,840,31,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5091,387,387,MULTIPOINT ((0 0)),224,2011-05-01,114,05,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5090,388,388,MULTIPOINT ((0 0)),225,2018-04-26,114,23,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-508f,389,389,MULTIPOINT ((0 0)),226,2011-05-01,1302,05,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-508e,390,390,MULTIPOINT ((0 0)),227,2011-05-01,1302,23,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-508d,391,391,MULTIPOINT ((-43.183016667 -21.520211111)),234,2018-01-04,2776,08,,,,-21.52021111,-43.18301667,WGE,,M,,,M,,,,,,406.45,,,,,,,,FT,,,,RESA: 90 x 90,FT,,RESA: 90 x 90,,,,,,,,,,,,,,,"L9 (3), 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-508c,392,392,MULTIPOINT ((-43.163497222000004 -21.506563889)),235,2018-04-26,2776,26,,,,-21.50656389,-43.16349722,WGE,,M,,,FT,,,,,,406.08,,,PAPI,,,3.00°,46,FT,,,,RESA: 90 x 90,FT,3.00°,RESA: 90 x 90,,,4,,,,,,,,,,"PAPI\n21° 30' 29,20 S\n043° 09' 56,59 W\n1331,99 ft / 405,99 metros","PAPI\n21° 30' 29,20 S\n043° 09' 56,59 W\n1331,99 ft / 405,99 metros","L9 (3), 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-508b,393,393,MULTIPOINT ((-51.798508333 3.8475833329999998)),238,2017-07-20,124,03,,,,3.84758333,-51.79850833,WGE,,M,,,M,,EGM_96,,,,16.17,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-508a,394,394,MULTIPOINT ((-51.795808333 3.8608749999999996)),239,2017-07-20,124,21,,,,3.860875,-51.79580833,WGE,,M,,,M,,EGM_96,,,,13.94,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5089,395,395,MULTIPOINT ((0 0)),240,2011-12-15,435,03,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5088,396,396,MULTIPOINT ((0 0)),241,2011-12-15,435,21,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5087,397,397,MULTIPOINT ((0 0)),246,2011-12-15,205,14,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5086,398,398,MULTIPOINT ((0 0)),247,2011-12-15,205,32,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5085,399,399,MULTIPOINT ((0 0)),248,2011-12-15,203,16,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5084,400,400,MULTIPOINT ((0 0)),249,2011-12-15,203,34,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5083,401,401,MULTIPOINT ((0 0)),250,2017-05-25,1331,05,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5082,402,402,MULTIPOINT ((0 0)),251,2017-05-25,1331,23,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5081,403,403,MULTIPOINT ((-43.393330556 -22.879324999999998)),252,2017-07-20,2816,08,61.5,,,-22.879325,-43.39333056,WGE,,M,,,M,,EGM_96,,,,32.94,,,,,,,,FT,,,,,M,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5080,404,404,MULTIPOINT ((-43.376186110999996 -22.870713889)),253,2017-07-20,2816,26,241.5,,,-22.87071389,-43.37618611,WGE,,M,,,M,,EGM_96,,,,20.6,,,,,,,,FT,,,,,M,,,,,,,,,,,,,,,,,"L9 (3.50) (1), 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-507f,405,405,MULTIPOINT ((-52.172944444 -32.088097222)),258,2017-07-20,256,06,,,,-32.08809722,-52.17294444,WGE,,M,,,M,,EGM_96,,,,8.27,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,"L9 (1), 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-507e,406,406,MULTIPOINT ((-52.161813889 -32.078444444)),259,2017-07-20,256,24,,,,-32.07844444,-52.16181389,WGE,,M,,,M,,EGM_96,,,,8.3,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-507d,407,407,MULTIPOINT ((-54.724936111 -16.594386111)),262,2019-02-28,714,02,,,,-16.59438611,-54.72493611,WGE,,M,,,M,,EGM_96,,,,445.13,,,PAPI,,,3.00°,50,FT,,,,RESA: 240M x 60M,FT,3.00°,RESA: 240M x 60M,,,4,,,,,,,,,,"PAPI\n16° 35' 29.58""\n054° 43' 29.61""\n1459.15 ft","PAPI\n16° 35' 29.58""\n054° 43' 29.61""\n1459.15 ft","L9 (2), 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-507c,408,408,MULTIPOINT ((-54.724666667 -16.577658333)),263,2019-02-28,714,20,,,,-16.57765833,-54.72466667,WGE,,M,,,M,,EGM_96,,,,438.06,,,,,,,,FT,,,,RESA: 240M x 60M,FT,,RESA: 240M x 60M,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-507b,409,409,MULTIPOINT ((-37.258736111 -7.037361111)),272,2017-07-20,454,12,,,,-7.03736111,-37.25873611,WGE,,M,,,M,,EGM_96,,,,242.39,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-507a,410,410,MULTIPOINT ((-37.244611111000005 -7.040561111)),273,2018-07-19,454,30,,,,-7.04056111,-37.24461111,WGE,,M,,,M,,EGM_96,,,,264.83,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5079,411,411,MULTIPOINT ((-46.498747222 -18.675466667000002)),274,2017-07-20,407,09,,,,-18.67546667,-46.49874722,WGE,,M,,,M,,EGM_96,,,,849.08,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5078,412,412,MULTIPOINT ((-46.483725 -18.669905556)),275,2017-07-20,407,27,,,,-18.66990556,-46.483725,WGE,,M,,,M,,EGM_96,,,,851.3,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5077,413,413,MULTIPOINT ((-45.495255556000004 -22.896452778)),282,2017-07-20,976,04,,,,-22.89645278,-45.49525556,WGE,,M,,,M,,EGM_96,,,,541.57,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,"L9A(1), 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5076,414,414,MULTIPOINT ((-45.490802778 -22.884519444)),283,2017-07-20,976,22,,,,-22.88451944,-45.49080278,WGE,,M,,,M,,EGM_96,,,,543.96,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5075,415,415,MULTIPOINT ((-47.620619444 -22.706730556)),284,2017-07-20,211,17,,,,-22.70673056,-47.62061944,WGE,,M,,,M,,EGM_96,,,,569.85,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5074,416,416,MULTIPOINT ((-47.615516667 -22.716483333)),285,2017-07-20,211,35,,,,-22.71648333,-47.61551667,WGE,,M,,,M,,EGM_96,,,,584.38,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5073,417,417,MULTIPOINT ((-47.341155556000004 -21.994069444)),286,2017-07-20,2898,02C,,,,-21.99406944,-47.34115556,WGE,,M,,,M,,EGM_96,,,,599.85,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,"L9 (1), 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5072,418,418,MULTIPOINT ((-47.341224999999994 -21.975027777999998)),287,2017-07-20,2898,20C,,,,-21.97502778,-47.341225,WGE,,M,,,M,,EGM_96,,,,598.17,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,"L9 (2), 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5071,419,419,MULTIPOINT ((-47.342658333 -21.994075)),288,2017-07-20,2899,02L,,,,-21.994075,-47.34265833,WGE,,M,,,M,,EGM_96,,,,599.86,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5070,420,420,MULTIPOINT ((-47.342724999999994 -21.975030556)),289,2017-07-20,2899,20R,,,,-21.97503056,-47.342725,WGE,,M,,,M,,EGM_96,,,,597.95,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-506f,421,421,MULTIPOINT ((0 0)),290,2011-12-15,1151,01,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-506e,422,422,MULTIPOINT ((0 0)),291,2011-12-15,1151,19,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-506d,423,423,MULTIPOINT ((-46.576425 -21.844808333)),292,2019-07-18,126,09,,,,-21.84480833,-46.576425,WGE,,M,,,M,,EGM_96,,,,1259.72,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-506c,424,424,MULTIPOINT ((0 0)),296,2011-12-15,739,14,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-506b,425,425,MULTIPOINT ((0 0)),297,2011-12-15,739,32,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-506a,426,426,MULTIPOINT ((-51.157788888999995 -29.941813889000002)),298,2018-04-26,2908,13,,,126,-29.94181389,-51.15778889,WGE,,M,,,M,,EGM_96,,,,5.35,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,"L2A,L9 (3.03) (4),12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5069,427,427,MULTIPOINT ((-51.130919444 -29.950086111)),299,2018-04-26,2908,31,,,306,-29.95008611,-51.13091944,WGE,,M,,,M,,EGM_96,,,,7.12,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,"L9 (1),12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5068,428,428,MULTIPOINT ((-39.113508333 -16.537116667)),302,2017-07-20,751,15,,,,-16.53711667,-39.11350833,WGE,,M,,,M,,EGM_96,,,,49.73,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,"L9 (2.99) (2), 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5067,429,429,MULTIPOINT ((-39.102547222 -16.545608333)),303,2017-07-20,751,33,,,,-16.54560833,-39.10254722,WGE,,M,,,M,,EGM_96,,,,44.41,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5066,430,430,MULTIPOINT ((0 0)),304,2011-12-15,710,10,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5065,431,431,MULTIPOINT ((0 0)),305,2011-12-15,710,28,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5064,432,432,MULTIPOINT ((0 0)),306,2011-12-15,486,01,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5063,433,433,MULTIPOINT ((0 0)),307,2011-12-15,486,19,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5062,434,434,MULTIPOINT ((0 0)),308,2015-12-10,918,13,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,"L9(1),12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5061,435,435,MULTIPOINT ((0 0)),309,2015-12-10,918,31,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,"L9(1),12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5060,436,436,MULTIPOINT ((-53.703902778 -29.710547222000002)),312,2017-07-20,132,11,,,,-29.71054722,-53.70390278,WGE,,M,,,M,,EGM_96,,,,87.68,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,"L4, 9 (3.01) (6),12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-505f,437,437,MULTIPOINT ((-53.676022222 -29.712030556000002)),313,2017-07-20,132,29,,,,-29.71203056,-53.67602222,WGE,,M,,,M,,EGM_96,,,,77.88,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,"L9 (1),12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-505e,438,438,MULTIPOINT ((-53.688711110999996 -29.721411111)),314,2017-07-20,133,02,,,,-29.72141111,-53.68871111,WGE,,M,,,M,,EGM_96,,,,82.3,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-505d,439,439,MULTIPOINT ((-53.688005556 -29.707836111)),315,2017-07-20,133,20,,,,-29.70783611,-53.68800556,WGE,,M,,,M,,EGM_96,,,,83.16,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-505c,440,440,MULTIPOINT ((-54.525966667000006 -27.909125)),316,2017-07-20,617,07,,,,-27.909125,-54.52596667,WGE,,M,,,M,,EGM_96,,,,304.95,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-505b,441,441,MULTIPOINT ((-54.515241667 -27.903977778)),317,2017-07-20,617,25,,,,-27.90397778,-54.51524167,WGE,,M,,,M,,EGM_96,,,,309.09,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-505a,442,442,MULTIPOINT ((0 0)),322,2011-12-15,216,02,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5059,443,443,MULTIPOINT ((0 0)),323,2011-12-15,216,20,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5058,444,444,MULTIPOINT ((-49.400591667 -20.812336111)),331,2017-07-20,134,25,,,,-20.81233611,-49.40059167,WGE,,M,,,M,,EGM_96,,,,528.26,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,"L10,12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5057,445,445,MULTIPOINT ((0 0)),332,2012-01-20,390,08,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5056,446,446,MULTIPOINT ((0 0)),333,2012-01-20,390,26,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5055,447,447,MULTIPOINT ((0 0)),334,2012-01-20,566,17,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5054,448,448,MULTIPOINT ((0 0)),335,2017-01-05,566,35,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5053,449,449,MULTIPOINT ((-46.642455556 -23.508313889)),336,2017-07-20,121,12,,,,-23.50831389,-46.64245556,WGE,,M,,,M,,EGM_96,,,,722.4,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5052,450,450,MULTIPOINT ((-46.631405556000004 -23.510161111000002)),337,2017-07-20,121,30,,,,-23.51016111,-46.63140556,WGE,,M,,,M,,EGM_96,,,,722.62,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,"L9A (6), 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5051,451,451,MULTIPOINT ((0 0)),338,2012-01-20,3647,28,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L33,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5050,452,452,MULTIPOINT ((0 0)),339,2012-01-20,3647,11,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,"L32, 33",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-504f,453,453,MULTIPOINT ((0 0)),340,2012-01-20,234,09,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-504e,454,454,MULTIPOINT ((0 0)),341,2012-01-20,234,27,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-504d,455,455,MULTIPOINT ((-38.999611111 -15.345891667)),347,2018-04-26,750,20,,,,-15.34589167,-38.99961111,WGE,,M,,,M,,EGM_96,,,,7,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-504c,456,456,MULTIPOINT ((0 0)),348,2012-01-20,466,04,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-504b,457,457,MULTIPOINT ((0 0)),349,2012-01-20,466,22,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-504a,458,458,MULTIPOINT ((-60.101416667 -12.705736111)),352,2017-07-20,149,03,,,,-12.70573611,-60.10141667,WGE,,M,,,M,,EGM_96,,,,611.96,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,"L9A (2), 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5049,459,459,MULTIPOINT ((-60.095216667 -12.683038889)),353,2017-07-20,149,21,,,,-12.68303889,-60.09521667,WGE,,M,,,M,,EGM_96,,,,615.18,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-5048,460,460,MULTIPOINT ((0 0)),358,2012-01-20,446,11,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
