FID,fid,gid,geom,rwydirecti,effectived,runway_pk,rwyendid,truebrg,truebrgsrc,magbrg,threshlat,threshlon,codedatum,valgeoaccu,uomgeoaccu,elevaccura,geoidundul,uomdistver,valcrc,verdatum,gradient,tdzelevloc,tdzelev,threshelev,elevtdzacc,tch,vasis,vasisangle,durtax,descrpsnva,meht,uommeht,descrarstd,descrrvr,vfrpattern,txtrmk,uomtch,descrpsnv1,txtrmk_lcl,codeportab,codepsnvas,noboxvasis,elevtdzac1,elevationt,truebearin,slopetdz,apprmarkin,apprmarki1,classlight,precapproc,rwyelement,rmk_light_,rmk_light1,light_desc,gradientrm,bltype,geoiduom,vertaccuom,originalla,originallo,originalsr,originalel,originale1,geoidrefsy,emergencyl,codeintst,codecolour,emenda,emenda_futura
rwydirection.fid--4f6e8018_187234ca30b_-4f2e,1076,1076,MULTIPOINT ((-48.194361111 -18.673711111000003)),1484,2022-10-06,262,05,33,,,-18.67371111,-48.19436111,WGE,,M,,,M,,,,,,946.3,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f2d,1077,1077,MULTIPOINT ((-48.186561111 -18.662383333)),1485,2022-10-06,262,23,213,,,-18.66238333,-48.18656111,WGE,,M,,,M,,,,,,946.8,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f2c,1078,1078,MULTIPOINT ((-46.985466667000004 -18.914366667)),1486,2022-10-06,410,05,26,,,-18.91436667,-46.98546667,WGE,,M,,,M,,,,,,984,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f2b,1079,1079,MULTIPOINT ((-46.980322222000005 -18.904697222000003)),1487,2022-10-06,410,23,206,,,-18.90469722,-46.98032222,WGE,,M,,,M,,,,,,985.5,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f2a,1080,1080,MULTIPOINT ((-54.293433332999996 -21.898672222000002)),1488,2022-10-06,2178,01,,,,-21.89867222,-54.29343333,WGE,,M,,,M,,,,,,317.24,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f29,1081,1081,MULTIPOINT ((-54.294983333 -21.889755556)),1489,2022-10-06,2178,19,170.47,,,-21.88975556,-54.29498333,WGE,,M,,,FT,,,,,,314.44,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f28,1084,1084,MULTIPOINT ((-43.72455 -22.943769444)),256,2022-09-08,2850,05,24.2,,,-22.94376944,-43.72455,WGE,,M,,,M,,EGM_96,,,,3.08,,,PAPI,,,,57,FT,,,,,M,,,,,,,,,,,,,,,,,"L9(1),12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f27,1085,1085,MULTIPOINT ((-43.713591667 -22.921202778)),257,2022-09-08,2850,23,204.2,,,-22.92120278,-43.71359167,WGE,,M,,,M,,EGM_96,,,,2.74,,,PAPI,,,,57,FT,,,,,M,,,,,,,,,,,,,,,,,"L9(1),12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f26,1086,1086,MULTIPOINT ((-61.447330556 -11.504516639)),380,2022-09-08,547,35,,,,-11.50451664,-61.44733056,WGE,,M,,,M,,,,,,242.56,,,PAPI,,,,55,FT,,,,,FT,,RESA:90 x 90,,,,,,,,,,,,,,,L12 (3),,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f25,1087,1087,MULTIPOINT ((-61.454415889 -11.486849806)),381,2022-09-08,547,17,,,,-11.48684981,-61.45441589,WGE,,M,,,M,,,,,,240.74,,,PAPI,,,,53,FT,,,,,FT,,RESA:90 x 90,,,,,,,,,,,,,,,L12 (2),,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f24,1088,1088,MULTIPOINT ((-52.669072222000004 -27.132391667)),436,2022-09-08,77,11,,,,-27.13239167,-52.66907222,WGE,,M,,,M,,EGM_96,,,,640.04,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,"L9(5) (4) (7)  (2.97), 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f23,1107,1107,MULTIPOINT ((-52.555586111000004 -17.5558)),1450,2022-09-08,679,01,,,,-17.5558,-52.55558611,WGE,,M,,,M,,,,,,840.9,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f22,1108,1108,MULTIPOINT ((-52.557808333000004 -17.547019444)),1451,2022-09-08,679,19,,,,-17.54701944,-52.55780833,WGE,,M,,,M,,,,,,841.4,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f21,1109,1109,MULTIPOINT ((-49.091191667000004 -13.779252778)),1452,2022-09-08,5292,16,135.35,,,-13.77925278,-49.09119167,WGE,,M,,,M,,,,,,380,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f20,1110,1110,MULTIPOINT ((-49.086022222 -13.784408333000002)),1453,2022-09-08,5292,34,315.35,,,-13.78440833,-49.08602222,WGE,,M,,,M,,,,,,386,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f1f,1111,1111,MULTIPOINT ((-52.336433332999995 -28.246991667000003)),268,2022-06-16,127,09,,,,-28.24699167,-52.33643333,WGE,,M,,,M,,EGM_96,,,,715.06,,,,,,,,FT,,,,RESA (M): 90x60,FT,,RESA (M): 90x60,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f1e,1112,1112,MULTIPOINT ((-52.320513889 -28.241416667000003)),269,2022-06-16,127,27,,,,-28.24141667,-52.32051389,WGE,,M,,,M,,EGM_96,,,,725.29,,,,,,,,FT,,,,RESA (M): 90x60,FT,,RESA (M): 90x60,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f1d,1113,1113,MULTIPOINT ((-43.082333333 -6.840152778)),931,2022-06-16,421,16,,,,-6.84015278,-43.08233333,WGE,,M,,,M,,,,,,206.94,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f1c,1114,1114,MULTIPOINT ((-43.073116667 -6.8520583330000004)),932,2022-06-16,421,34,,,,-6.85205833,-43.07311667,WGE,,M,,,M,,,,,,205.49,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f1b,1123,1123,MULTIPOINT ((-55.995813889000004 -4.235811111)),156,2022-08-11,96,24,,,,-4.23581111,-55.99581389,WGE,,M,,,M,,EGM_96,,,,25,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f1a,1126,1126,MULTIPOINT ((0 0)),450,2022-07-14,330,13,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L11,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f19,1127,1127,MULTIPOINT ((0 0)),451,2022-07-14,330,31,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L11,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f18,1128,1128,MULTIPOINT ((-52.595138889000005 -0.885963889)),472,2022-07-14,115,26,,,,-0.88596389,-52.59513889,WGE,,M,,,M,,,,,,206.15,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f17,1129,1129,MULTIPOINT ((-52.609380556000005 -0.893675)),473,2022-07-14,115,08,,,,-0.893675,-52.60938056,WGE,,M,,,M,,,,,,205.73,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f16,1132,1132,MULTIPOINT ((-45.015808332999995 -12.082622222)),516,2022-10-06,282,08,61,,,-12.08262222,-45.01580833,WGE,,M,,,M,,,,,,742.48,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f15,1133,1133,MULTIPOINT ((-45.002866667 -12.075747222)),517,2022-10-06,282,26,241,,,-12.07574722,-45.00286667,WGE,,M,,,M,,,,,,741.712,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f14,1134,1134,MULTIPOINT ((-51.689678861 -20.757995333)),611,2022-10-06,602,07,,,,-20.75799533,-51.68967886,WGE,,M,,,M,,EGM_96,,,,322.15,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,"L9(3), 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f13,1135,1135,MULTIPOINT ((-50.986430556 -2.862022222)),1472,2022-10-06,1513,34,,,,-2.86202222,-50.98643056,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f12,1136,1136,MULTIPOINT ((-50.991600000000005 -2.856480556)),1473,2022-10-06,1513,16,,,,-2.85648056,-50.9916,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f11,1139,1139,MULTIPOINT ((-69.838513889 1.092308333)),1476,2022-10-06,711,18,173,,,1.09230833,-69.83851389,WGE,,M,,,FT,,,,,,166,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f10,1140,1140,MULTIPOINT ((-69.837566667 1.083586111)),1477,2022-10-06,711,36,353,,,1.08358611,-69.83756667,WGE,,M,,,FT,,,,,,161,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f0f,1141,1141,MULTIPOINT ((-43.955572222 -19.647977778)),18,2022-10-06,10,34,318.78,YES,0,-19.64797778,-43.95557222,WGE,,M,,-7.75,M,,EGM_96,,,,829.39,,,PAPI,3,,left and right/3.0°,63,FT,,,,"Porous friction layer in all RWY.
RESA : 220 X 120",M,Esquerdo e Direito/3.00,"Camada porosa de atrito em toda pista.
RESA: 220 X 120",,BOTH,4,,,,,,,,,,"PAPI\n18° 38' 42,0789 S\n043° 57' 29,8940 W\n2714,3068 ft / 827,32 m","PAPI\n18° 38' 42,0789 S\n043° 57' 29,8940 W\n2714,3068 ft / 827,32 m","L9 (1), 12A",Ver ADC / See ADC,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f0e,1142,1142,MULTIPOINT ((-52.006408333 -23.474124999999997)),219,2022-10-06,117,28,,,,-23.474125,-52.00640833,WGE,,M,,,M,,EGM_96,,,,549.06,,,,,,,,FT,,,,RESA (90X90),FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f0d,1143,1143,MULTIPOINT ((-49.804772222000004 -25.395222222)),962,2022-10-06,5913,16,,,,-25.39522222,-49.80477222,WGE,,M,,,M,,,,,,1044.89,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f0c,1144,1144,MULTIPOINT ((-49.795825 -25.406052778000003)),963,2022-10-06,5913,34,,,,-25.40605278,-49.795825,WGE,,M,,,M,,,,,,1041.94,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f0b,1145,1145,MULTIPOINT ((-49.655763889 -22.185777778)),1093,2022-10-06,171,01,,,,-22.18577778,-49.65576389,WGE,,M,,,FT,,,,,,644.4,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f0a,1146,1146,MULTIPOINT ((-49.656988889 -22.176816667)),1094,2022-10-06,171,19,,,,-22.17681667,-49.65698889,WGE,,M,,,FT,,,,,,663.9,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f09,1147,1147,MULTIPOINT ((-52.417822222000005 -29.686180556)),1109,2022-10-06,594,08,,,,-29.68618056,-52.41782222,WGE,,M,,,M,,,,,,192.1,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f08,1148,1148,MULTIPOINT ((-52.406552778 -29.682122222)),1110,2022-10-06,594,26,,,,-29.68212222,-52.40655278,WGE,,M,,,M,,,,,,199.1,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f07,1149,1149,MULTIPOINT ((-38.117758333 -7.309283333)),1351,2022-10-06,6121,14,,,,-7.30928333,-38.11775833,WGE,,M,,,M,,,,,,291.81,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f06,1150,1150,MULTIPOINT ((-38.109477778 -7.312966667)),1352,2022-10-06,6121,32,,,,-7.31296667,-38.10947778,WGE,,M,,,M,,,,,,286.16,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f05,1151,1151,MULTIPOINT ((0 0)),490,2022-08-11,261,15,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f04,1152,1152,MULTIPOINT ((0 0)),491,2022-08-11,261,33,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f03,1153,1153,MULTIPOINT ((-66.84351944400001 1.125761111)),900,2022-08-11,675,17,,,,1.12576111,-66.84351944,WGE,,M,,,M,,EGM_96,,,,82.53,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f02,1154,1154,MULTIPOINT ((-66.84001111100001 1.1155000000000002)),901,2022-08-11,675,35,,,,1.1155,-66.84001111,WGE,,M,,,M,,EGM_96,,,,83.67,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f01,1157,1157,MULTIPOINT ((-64.49837777799999 4.005355556)),1378,2022-08-11,635,13,,,,4.00535556,-64.49837778,WGE,,M,,,M,,,,,,759.6,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4f00,1158,1158,MULTIPOINT ((-64.489516667 4.00185)),1379,2022-08-11,635,31,,,,4.00185,-64.48951667,WGE,,M,,,M,,,,,,754,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4eff,1164,1164,MULTIPOINT ((-45.080238889 -8.331091667)),1455,2022-10-06,6887,27,,,,-8.33109167,-45.08023889,WGE,,M,,,M,,,,,,526.82,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4efe,1165,1165,MULTIPOINT ((-50.848572222 -14.985738889)),1458,2022-10-06,7879,01,,,,-14.98573889,-50.84857222,WGE,,M,,,FT,,,,,,283,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4efd,1166,1166,MULTIPOINT ((-50.851175 -14.976125)),1459,2022-10-06,7879,19,,,,-14.976125,-50.851175,WGE,,M,,,FT,,,,,,281,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4efc,1169,1169,MULTIPOINT ((-45.648525 -20.248766667)),1464,2022-10-06,1078,14,,,,-20.24876667,-45.648525,WGE,,M,,,M,,,,,,667.1,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4efb,1170,1170,MULTIPOINT ((-45.640763889 -20.252074999999998)),1465,2022-10-06,1078,32,,,,-20.252075,-45.64076389,WGE,,M,,,M,,,,,,670.3,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4efa,1171,1171,MULTIPOINT ((-51.187227778 -30.19045)),1466,2022-10-06,503,09,71.16,,,-30.19045,-51.18722778,WGE,,M,,,FT,,,,,,5.2,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4ef9,1172,1172,MULTIPOINT ((-51.177949999999996 -30.187730555999998)),1467,2022-10-06,503,27,251.15,,,-30.18773056,-51.17795,WGE,,M,,,FT,,,,,,5.3,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4ef8,1173,1173,MULTIPOINT ((-49.578333333 -27.864747222)),1468,2022-10-06,3872,01,,,,-27.86474722,-49.57833333,WGE,,M,,,M,,,,,,892,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4ef7,1174,1174,MULTIPOINT ((-49.578913889 -27.860583333)),1469,2022-10-06,3872,19,,,,-27.86058333,-49.57891389,WGE,,M,,,M,,,,,,874,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4ef6,1175,1175,MULTIPOINT ((-55.566622222 -17.4585)),1470,2022-10-06,1187,06,48,,,-17.4585,-55.56662222,WGE,,M,,,FT,,,,,,136,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4ef5,1176,1176,MULTIPOINT ((-55.561738889000004 -17.45425)),1471,2022-10-06,1187,24,228,,,-17.45425,-55.56173889,WGE,,M,,,FT,,,,,,134,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4ef4,1177,1177,MULTIPOINT ((-51.674244722000005 -20.747241833)),612,2022-10-06,602,25,,,,-20.74724183,-51.67424472,WGE,,M,,,M,,EGM_96,,,,322.15,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4ef3,1178,1178,MULTIPOINT ((0 0)),650,2022-10-06,3896,18,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4ef2,1183,1183,MULTIPOINT ((0 0)),651,2022-10-06,3896,36,,,,0,0,WGE,,M,,,FT,,,,,,,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4ef1,1184,1184,MULTIPOINT ((-35.534891667000004 -5.3766638890000005)),858,2022-10-06,2783,16,,,,-5.37666389,-35.53489167,WGE,,M,,,M,,EGM_96,,,,87.22,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4ef0,1185,1185,MULTIPOINT ((-35.521680556 -5.391516666999999)),859,2022-10-06,2783,34,,,,-5.39151667,-35.52168056,WGE,,M,,,M,,EGM_96,,,,84.3,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4eef,1186,1186,MULTIPOINT ((-55.521300000000004 -1.86895)),862,2022-10-06,447,10,,,,-1.86895,-55.5213,WGE,,M,,,M,,EGM_96,,,,96.91,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4eee,1187,1187,MULTIPOINT ((-55.507780556 -1.867141667)),863,2022-10-06,447,28,,,,-1.86714167,-55.50778056,WGE,,M,,,M,,EGM_96,,,,93.81,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4eed,1188,1188,MULTIPOINT ((-49.814816667 -29.420213889000003)),1050,2022-10-06,6600,06,,,,-29.42021389,-49.81481667,WGE,,M,,,M,,,,,,8.95,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4eec,1189,1189,MULTIPOINT ((-49.805211111000006 -29.409605556000002)),1051,2022-10-06,6600,24,,,,-29.40960556,-49.80521111,WGE,,M,,,M,,,,,,8.96,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,L12,,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4eeb,1192,1192,MULTIPOINT ((-54.682333333 -20.478663889)),25,2022-08-11,14,06,41.91,,,-20.47866389,-54.68233333,WGE,,M,,2.46,M,,EGM_96,,,,549.49,,,PAPI,,,Left/3.00°,56,FT,,,,"RESA - lengh x width (m)
RWY 06: 240 x 150",M,Esquerdo 3.00º,"RESA - comprimento x largura (m)
RWY 06: 240 x 150",,LEFT,,,,,,,,,,,,,"L2, 9 (1) (2), 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4eea,1193,1193,MULTIPOINT ((-54.495569444000004 -25.589397222000002)),45,2022-10-06,23,15,130.67,,,-25.58939722,-54.49556944,WGE,,M,,5.06,M,,EGM_96,,,,223.1,,,PAPI,,,Left/3.0°,53,FT,,,,,M,Esquerdo 3.0°,,,LEFT,,,,,,,,,,,,,"L2A, 9(1), 10, 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4ee9,1194,1194,MULTIPOINT ((-54.479027777999995 -25.602286111)),46,2022-10-06,23,33,310.67,,,-25.60228611,-54.47902778,WGE,,M,,5.03,M,,EGM_96,,,,239.7,,,PAPI,,,Left/3.0°,40,FT,,,,,M,Esquerdo 3.0°,,,LEFT,,,,,,,,,,,,,"L9(1), 10, 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4ee8,1195,1195,MULTIPOINT ((-46.946647221999996 -23.174952778)),184,2022-10-06,101,18,,,,-23.17495278,-46.94664722,WGE,,M,,,FT,,,,,,,,,PAPI,3,,,41,FT,,,,,FT,,,,,,,,,,,,,,,,,"L9 (4), 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4ee7,1196,1196,MULTIPOINT ((-54.665572222 -20.461280556000002)),26,2022-08-11,14,24,221.91,,,-20.46128056,-54.66557222,WGE,,M,,2.37,M,,EGM_96,,,,558.99,,,PAPI,,,Left/2.99º,67,FT,,,,"RESA - length x width (m)
RWY 24: 240 x 150",M,Esquerdo 2.99º,"RESA - comprimento x largura (m)
RWY 24: 240 x 150",,LEFT,,,,,,,,,,,,,"L9 (2.99) (2), 12",,,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4ee6,1197,1197,MULTIPOINT ((-66.120133333 0.626061111)),1420,2022-08-11,680,08,,,,0.62606111,-66.12013333,WGE,,M,,,M,,,,,,99.4,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
rwydirection.fid--4f6e8018_187234ca30b_-4ee5,1198,1198,MULTIPOINT ((-66.110213889 0.630261111)),1421,2022-08-11,680,26,,,,0.63026111,-66.11021389,WGE,,M,,,M,,,,,,100.3,,,,,,,,FT,,,,,FT,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,2022-12-29,2023-01-26
