FID,gid,runway_pk,effectived,airport_pk,ident,runwayleng,width,codecondsf,surface,rwydesc,rwystrengt,descrstren,lenstrip,widstrip,lenoffset,widoffset,codests,txtprofile,txtmarking,txtrmk,txtrmk_lcl,rwydesc_lc,txtprofil1,txtmarkin1,valcrc,auwweight,codepcnmax,lcnclass,pcnclass,pcnevalmet,pcnnote,pcnpavemen,pcnpaveme1,preparatio,siwltirepr,siwlweight,uomauwweig,uomsiwltir,uomsiwlwei,valpcnmaxt,lengthoffs,lengthstri,nominallen,lengthaccu,widthoffse,widthstrip,nominalwid,widthaccur,type,abandoned,widthshoul,widthshou1,light_desc,bltype,lengthacc1,widthaccu1,codenumber,geom,emenda,emenda_futura
runway_v2.4230,4230,39,2022-05-19,31,18/36,3007,45,,ASPH,,PCN,,3127,280,,,,,,,,,,,,,X,,72,TECH,,B,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,6.2,M,"L14A,15",,M,,,"POLYGON ((-34.92710051306169 -8.113808658931358, -34.918575500659855 -8.139636437011749, -34.91896338740127 -8.13976356289543, -34.927488374999236 -8.11393578497611, -34.92710051306169 -8.113808658931358))",2022-12-29,2023-01-26
runway_v2.4231,4231,194,2022-05-19,177,07/25,1264,20,,ASPH,,PCN,,1384,80,,,,,,,,,,,,,Y,,13,TECH,,C,FLEXIBLE,,,,,,,,M,M,M,,,M,M,,RWY,,,,L14,,,M,,"POLYGON ((-48.77889215435099 -22.58217913214472, -48.770011594535035 -22.57430413208076, -48.76987729340167 -22.57443475589064, -48.77875784558569 -22.582309755826667, -48.77889215435099 -22.58217913214472))",2022-12-29,2023-01-26
runway_v2.4233,4233,224,2022-05-19,207,06/24,1200,28,,ASPH,,PCN,,1260,60,,,,,,,,,,,,,X,,13,TECH,,A,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,,,,,,"POLYGON ((-41.88002954012867 -21.22315023629518, -41.87218231182546 -21.21519745821437, -41.87198435406001 -21.215369207726727, -41.87983157175675 -21.22332198564589, -41.88002954012867 -21.22315023629518))",2022-12-29,2023-01-26
runway_v2.4237,4237,95,2022-05-19,79,14/32,1515,30,,ASPH,,,,1575,60,,,,,,,,,,,,,Y,,8,ACFT,,C,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,,,M,M,,"POLYGON ((-58.48687984597677 -3.12218553471576, -58.47617706729521 -3.1307494237331, -58.476345154721685 -3.1309616882599096, -58.48704793204008 -3.12239779927727, -58.48687984597677 -3.12218553471576))",2022-12-29,2023-01-26
runway_v2.4243,4243,218,2022-05-19,201,02/20,1057,30,,EARTH,,PCN,5000Kg/0.50MPa,1117,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,M,,,M,M,,RWY,,,,,,M,M,,"POLYGON ((-46.574729157497565 -23.131640256152387, -46.574006927721335 -23.124445811140998, -46.57371529425159 -23.12447085472418, -46.57443750847535 -23.13166529971274, -46.574729157497565 -23.131640256152387))",2022-12-29,2023-01-26
runway_v2.4274,4274,374,2022-06-16,357,06/24,1860,45,,ASPH,,PCN,,1980,150,,,,,,,,,,,,,X,,37,TECH,,A,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,"L14, 15",,M,M,,"POLYGON ((-40.073446164656445 -19.359998096735477, -40.065948932153276 -19.35008976260668, -40.06560106759541 -19.35032690322571, -40.07309827909209 -19.36023523709682, -40.073446164656445 -19.359998096735477))",2022-12-29,2023-01-26
runway_v2.4291,4291,211,2022-04-21,194,17/35,1200,30,,ASPH,,PCN,,1260,60,,,,,,,,,,,,,X,,21,TECH,,A,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,L14,,M,M,,"POLYGON ((-47.62048810287521 -22.70667140824859, -47.61538531657096 -22.71642418532065, -47.61564801754191 -22.71654248057102, -47.620750785237604 -22.706789703643132, -47.62048810287521 -22.70667140824859))",2022-12-29,2023-01-26
runway_v2.4324,4324,405,2022-05-19,388,12/30,1260,23,,ASPH,,PCN,,1320,60,,,,,,,,,,,,,Y,,8,ACFT,,C,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,,,M,M,,"POLYGON ((-44.60668599838143 -19.841844560358258, -44.595313776206616 -19.84350844937739, -44.595347335814935 -19.843713772619836, -44.606719557640126 -19.84204988363897, -44.60668599838143 -19.841844560358258))",2022-12-29,2023-01-26
runway_v2.4325,4325,61,2022-03-24,47,17/35,2010,45,,ASPH,,PCN,,2130,300,,,,,,,,,,,,,X,,42,TECH,,A,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,"L14, 15",,M,M,,"POLYGON ((-49.074431921204805 -22.152499446310518, -49.065854120643884 -22.16879666848909, -49.06624587960385 -22.16897555327456, -49.0748236350427 -22.15267833145332, -49.074431921204805 -22.152499446310518))",2022-12-29,2023-01-26
runway_v2.4415,4415,118,2022-04-21,102,12/30,2100,45,,ASPH,,PCN,,2220,280,,,,,,,,,,,,,X,,34,TECH,,B,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,7.5,M,"L14, 15",,,,,"POLYGON ((-43.828735901147375 -16.70559536448085, -43.809185900849876 -16.70786203152503, -43.8092363212031 -16.70826574646795, -43.82878632090559 -16.70599907951213, -43.828735901147375 -16.70559536448085))",2022-12-29,2023-01-26
runway_v2.4424,4424,6730,2022-04-21,6288,11/29,1577,45,,ASPH,,PCN,,1757,150,,,,,,,,,,,,,X,,50,TECH,,B,FLEXIBLE,,,,,,,,M,,M,,,M,M,,RWY,,,,"L14,15",,M,M,,"POLYGON ((-39.025825068732615 -14.815758746542839, -39.04048617971125 -14.816322634532899, -39.04050270827334 -14.81591625346321, -39.02584159725196 -14.815352365453279, -39.025825068732615 -14.815758746542839))",2022-12-29,2023-01-26
runway_v2.4456,4456,663,2014-12-11,640,01/19,1500,30,,CONC,,PCN,,,,,,,,,,,,,,,,W,,13,ACFT,,C,RIGID,,,,,,,,,M,M,,,M,M,,RWY,,,,,,,,,"POLYGON ((-69.69480682038412 -2.9466794632276203, -69.69391792984632 -2.93384890722548, -69.6936487361514 -2.93386775875825, -69.69453762361361 -2.94669831475604, -69.69480682038412 -2.9466794632276203))",2022-12-29,2023-01-26
runway_v2.4471,4471,107,2022-02-24,91,15/33,1600,42,,ASPH,,PCN,,1720,280,,,,,,,,,,,,,X,,50,TECH,,A,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,"L14, 15",,,,,"POLYGON ((-35.90174367650441 -7.26537225153892, -35.88987700750159 -7.273672251595709, -35.890095214573506 -7.2739833043769595, -35.9019618795706 -7.26568330443378, -35.90174367650441 -7.26537225153892))",2022-12-29,2023-01-26
runway_v2.4473,4473,299,2022-03-24,282,15/33,1300,30,,ASPH,,PCN,,1420,150,,,,,,"Horizontal marking for threshold, designation, centerline and edge.","Sinalização horizontal de cabeceira, de designação, de eixo e de borda.",,,,,,Y,,8,TECH,,B,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,"L12, 14, 15",,M,M,,"POLYGON ((-40.584532929742736 -19.48424323523151, -40.57400514987122 -19.490446013310258, -40.57415596223536 -19.490676208656872, -40.5846837363638 -19.484473430735626, -40.584532929742736 -19.48424323523151))",2022-12-29,2023-01-26
runway_v2.4515,4515,117,2022-05-19,101,10/28,2380,45,,ASPH,,PCN,,2500,280,,,,,,,,,,,,,X,,45,TECH,,A,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,7.5,M,"L14, 15",,,M,,"POLYGON ((-52.026551717132776 -23.477901353291948, -52.00645449274975 -23.47392635319072, -52.00636217311202 -23.47432364679055, -52.02645939472895 -23.478298646689307, -52.026551717132776 -23.477901353291948))",2022-12-29,2023-01-26
runway_v2.4516,4516,14,2022-05-19,10,06/24,2600,45,,ASPH,,PCN,,2720,300,,,,,,,,,,,,,X,,48,TECH,,B,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,7.5,M,"L14, 15",,,,,"POLYGON ((-54.68249294046195 -20.47852720697326, -54.66573181149313 -20.46114387370031, -54.66541263222444 -20.46141723815109, -54.68217372525532 -20.478800570878, -54.68249294046195 -20.47852720697326))",2022-12-29,2023-01-26
runway_v2.4517,4517,1,2022-05-19,1,12/30,2200,45,,ASPH,,PCN,,2320,280,,,,,,,,,,,,,X,,48,TECH,,B,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,7.5,M,"L14, 15",,M,,,"POLYGON ((-37.08034292313995 -10.983482822256299, -37.06029847912374 -10.984163378265368, -37.06031263288594 -10.98456995573174, -37.08035707686973 -10.983889399740809, -37.08034292313995 -10.983482822256299))",2022-12-29,2023-01-26
runway_v2.4518,4518,510,2022-09-08,489,02/20,1300,23,,ASPH,,PCN,,1420,80,,,,,,,,,,,,,X,,13,TECH,,A,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,,,,M,,"POLYGON ((-54.71567707036426 -18.48357033742385, -54.713807619118334 -18.47195644840456, -54.71359238086197 -18.47198799553429, -54.71546181761604 -18.48360188451495, -54.71567707036426 -18.48357033742385))",2022-12-29,2023-01-26
runway_v2.4520,4520,679,2022-09-08,656,01/19,1000,18,,ASPH,,PCN,,1060,60,,,,,,,,,,,,,Y,,8,ACFT,,C,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,,,,,,"POLYGON ((-52.55566848996025 -17.5558191857986, -52.5578907079917 -17.5470386298156, -52.55772595802563 -17.5470002581501, -52.55550373205708 -17.55578081416708, -52.55566848996025 -17.5558191857986))",2022-12-29,2023-01-26
runway_v2.4536,4536,5292,2022-09-08,4967,16/34,799,20,,GRASS,,PCN,"5000Kg/0,25MPa",859,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,M,,RWY,,,,,,,,,"POLYGON ((-49.09112561946501 -13.779189514801638, -49.085956173016434 -13.78434506982809, -49.08608827101911 -13.78447159615385, -49.09125771457053 -13.7793160411803, -49.09112561946501 -13.779189514801638))",2022-12-29,2023-01-26
runway_v2.4539,4539,18,2022-07-14,15,15/33,2218,45,,ASPH,,PCN,,2338,280,,,,,,(5),,,,,,,X,,42,TECH,,A,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,7,M,"L14A, 15, 19",,M,,,"POLYGON ((-49.1827513131138 -25.5219496962272, -49.16702351783079 -25.53599414150455, -49.1673375945462 -25.536283636324246, -49.18306535326292 -25.5222391916017, -49.1827513131138 -25.5219496962272))",2022-12-29,2023-01-26
runway_v2.4540,4540,19,2022-07-14,15,11/29,1798,45,,ASPH,,PCN,,1918,280,,,,,,,,,,,,,X,,33,TECH,,A,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,L14,,M,,,"POLYGON ((-49.18015709627786 -25.528088656767732, -49.16226820725018 -25.528580322781348, -49.16228179277268 -25.5289863432127, -49.18017068174499 -25.52849467722632, -49.18015709627786 -25.528088656767732))",2022-12-29,2023-01-26
runway_v2.4541,4541,36,2022-07-14,28,11/29,3200,45,,ASPH,,PCN,,3320,280,,,,,,,,,,,,,X,,72,TECH,,B,FLEXIBLE,GROOVED,,,,,,,,M,M,,,M,M,,RWY,,,,"L14A(6),15,18",,,,,"POLYGON ((-51.18300024942221 -29.99418319086663, -51.14984469338747 -29.99483596888677, -51.14985530663409 -29.99524180910675, -51.18301086259937 -29.99458903112688, -51.18300024942221 -29.99418319086663))",2022-12-29,2023-01-26
runway_v2.4542,4542,6636,2022-09-08,6217,12/30,2470,33,,ASPH,,,,2590,140,,,,,,,,,,,,,X,,30,TECH,,B,FLEXIBLE,,,,,,,,,M,M,,M,M,M,,RWY,,,M,"L14, 15",,M,M,,"POLYGON ((-47.17628510062338 -23.425954214288268, -47.15555454549222 -23.42739310331563, -47.15557878853485 -23.4276902306806, -47.17630934340369 -23.42625134170796, -47.17628510062338 -23.425954214288268))",2022-12-29,2023-01-26
runway_v2.4548,4548,128,2022-07-14,112,13/31,3250,45,,ASPH,,PCN,,3370,300,,,,,,,,,,,,,X,,80,TECH,,C,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,7.5,M,"L14,15",,M,,,"POLYGON ((-40.57878036252213 -9.35894104642163, -40.55503869496581 -9.36708271350972, -40.55517241710773 -9.367467286475579, -40.578914081551325 -9.35932561956369, -40.57878036252213 -9.35894104642163))",2022-12-29,2023-01-26
runway_v2.4549,4549,163,2022-07-14,146,01/19,1630,30,,ASPH,,PCN,,1750,80,,,,,,,,,,,,,X,,36,TECH,,B,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,"L14, 15",,M,M,,"POLYGON ((-47.49219427864044 -23.4716259681066, -47.48753871035948 -23.48429541317719, -47.487816845731686 -23.48438236469849, -47.49247238745067 -23.47171291976916, -47.49219427864044 -23.4716259681066))",2022-12-29,2023-01-26
runway_v2.4555,4555,521,2022-07-14,500,14/32,1280,30,,ASPH,,PCN,,1340,60,,,,,,,,,,,,,X,,11,ACFT,,B,FLEXIBLE,,,,,,,,M,M,M,,M,M,M,,RWY,,,M,L14,,M,M,,"POLYGON ((-52.27718851004189 -27.660177082096716, -52.266199617509834 -27.666329859198438, -52.266361494658995 -27.666559028752378, -52.277350378126876 -27.66040625185412, -52.27718851004189 -27.660177082096716))",2022-12-29,2023-01-26
runway_v2.4557,4557,604,2021-07-15,582,04/22,1430,30,,ASPH,,PCN,,1550,140,,,,,,,,,,,,,Y,,19,TECH,,C,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,"L14, 15",,M,,,"POLYGON ((-53.31667887028209 -23.805167615437526, -53.31181219117894 -23.79364261536432, -53.31153780871804 -23.79374071851341, -53.31640446361485 -23.80526571844013, -53.31667887028209 -23.805167615437526))",2022-12-29,2023-01-26
runway_v2.4583,4583,395,2022-08-11,378,11/29,1220,23,,ASPH,,PCN,,1340,80,,,,,,,,,,,,,Y,,13,ACFT,,C,FLEXIBLE,,,,,,,,M,M,M,,M,M,M,,RWY,,,M,,,M,M,,"POLYGON ((-40.335348126058534 -17.82370996509207, -40.32392590292434 -17.82234052107325, -40.32389076304929 -17.82260947892332, -40.335312985915095 -17.82397892290449, -40.335348126058534 -17.82370996509207))",2022-12-29,2023-01-26
runway_v2.4594,4594,33,2022-08-11,26,06/24,1980,42,,CONC,,PCN,,2100,280,,,,,,,,,,,,,W,,35,TECH,,B,RIGID,,,,,,,,,M,M,,,M,M,,RWY,,,,"L14, 15",,,,,"POLYGON ((-52.319650347571894 -31.711822792605368, -52.33596699795194 -31.722997792346, -52.33624411360832 -31.722702207499967, -52.31992742998861 -31.71152720724066, -52.319650347571894 -31.711822792605368))",2022-12-29,2023-01-26
runway_v2.4595,4595,34,2022-08-11,26,15/33,1230,38,,EARTH,,PCN,5700Kg/0.62MPa,1350,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,M,,,M,M,,RWY,,,,,,,,,"POLYGON ((-52.33038885579184 -31.71920883028333, -52.32243328589401 -31.727969941427858, -52.32275004846335 -31.72818005837361, -52.330705588565365 -31.719418947518207, -52.33038885579184 -31.71920883028333))",2022-12-29,2023-01-26
runway_v2.4596,4596,31,2022-09-08,24,07/25,1701,45,,ASPH,,PCN,,1821,280,,,,,,,,,,,,,X,,33,TECH,(6),A,FLEXIBLE,GROOVED,,,,,,,,M,M,,,M,M,,RWY,,3,M,"L14, 15",,,,,"POLYGON ((-48.65816063726203 -26.8835681697377, -48.644007850597504 -26.87494039153263, -48.64375326102632 -26.87527627434872, -48.65790602836163 -26.883904052143606, -48.65816063726203 -26.8835681697377))",2022-12-29,2023-01-26
runway_v2.4602,4602,54,2022-09-08,41,10R/28L,3000,45,,ASPH,,PCN,,3240,280,,,,,,,,,,,,,W,,77,TECH,(2),B,FLEXIBLE,GROOVED,,,,,,,,M,M,,,M,M,,RWY,,,,"L14A, 15, 19A (2) , 20",,,,,"POLYGON ((-46.48708960642231 -23.43860223630579, -46.458917380883676 -23.430993903115848, -46.45879373093497 -23.43138387485479, -46.486965949396264 -23.43899220766484, -46.48708960642231 -23.43860223630579))",2022-12-29,2023-01-26
runway_v2.4603,4603,55,2022-09-08,41,10L/28R,3700,45,,ASPH,,PCN,,3940,300,,,,,,,,,,,,,W,,77,TECH,(2),B,FLEXIBLE,GROOVED,,,,,,,,M,M,,,M,M,,RWY,,,,"L14A, 15, 19A, 20",,,,,"POLYGON ((-46.449121446634685 -23.42524219067708, -46.48245477644305 -23.4342477464523, -46.4825785573754 -23.43385780951829, -46.44924521918385 -23.42485225329352, -46.449121446634685 -23.42524219067708))",2022-12-29,2023-01-26
runway_v2.4604,4604,88,2022-09-08,72,12/30,1845,45,,ASPH,,PCN,,1965,280,,,,,,,,,,,,,X,,30,ACFT,,C,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,"L14, 15",,,,,"POLYGON ((-32.43131346237485 -3.8536206999464597, -32.414749156351974 -3.85489122795252, -32.41478000965533 -3.85529699404623, -32.43134431563244 -3.85402646605229, -32.43131346237485 -3.8536206999464597))",2022-12-29,2023-01-26
runway_v2.4607,4607,358,2022-09-08,341,16/34,960,23,,ASPH,,PCN,,1020,60,,,,,,,,,,,,,X,,8,TECH,,B,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,,,,M,,"POLYGON ((-43.438495970977286 -19.01556172218658, -43.43196819021729 -19.02161450023522, -43.43212069785056 -19.02176327773271, -43.43864847309053 -19.01571049978136, -43.438495970977286 -19.01556172218658))",2022-12-29,2023-01-26
runway_v2.4611,4611,439,2022-09-08,421,17/35,1300,30,,ASPH,,PCN,,1360,60,,,,,,,,,,,,,Y,,6,ACFT,,B,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,,,,M,,"POLYGON ((-39.13641039089203 -8.04249943410014, -39.12935483337315 -8.05192165613726, -39.12957294467024 -8.05208389983344, -39.136628497151314 -8.042661677870589, -39.13641039089203 -8.04249943410014))",2022-12-29,2023-01-26
runway_v2.4619,4619,96,2022-06-16,80,06/24,1700,30,,ASPH,,PCN,,1820,140,,,,,,,,,,,,,X,,26,TECH,,B,FLEXIBLE,,,,,,,,,M,M,,M,M,M,,RWY,,,,"L14,15",,M,M,,"POLYGON ((-56.00528192949687 -4.247894854978969, -55.995920816823975 -4.23572818795291, -55.99570696115324 -4.235894034032119, -56.005068070480284 -4.248060701006009, -56.00528192949687 -4.247894854978969))",2022-12-29,2023-01-26
runway_v2.4632,4632,115,2022-07-14,99,08/26,1800,30,,ASPH,,PCN,,1920,300,,,,,,,,,,,,,X,,25,TECH,,A,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,,,M,M,,"POLYGON ((-52.609444394407326 -0.8935555309133592, -52.5952027272748 -0.8858444199083503, -52.59507505072109 -0.8860833580904652, -52.60931671758853 -0.893794469085446, -52.609444394407326 -0.8935555309133592))",2022-12-29,2023-01-26
runway_v2.4633,4633,23,2022-08-11,18,15/33,2195,45,,ASPH,,PCN,,2315,280,,,,,,,,,,,,,X,,51,TECH,,B,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,2.5,M,"L14,15",,,,,"POLYGON ((-54.495423474145575 -25.58924318436682, -54.478881792500886 -25.602132073638188, -54.47917376387318 -25.602440148212807, -54.49571541422823 -25.58955125948427, -54.495423474145575 -25.58924318436682))",2022-12-29,2023-01-26
runway_v2.4634,4634,273,2022-08-11,256,12/30,1689,30,,ASPH,,,,1809,80,,,,,,,,,,,,,Y,,25,ACFT,,C,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,"L14, 15",,M,M,,"POLYGON ((-50.46388294524958 -22.636566073935278, -50.44796350024137 -22.64038274099767, -50.44803649982789 -22.64064503699186, -50.46395594281969 -22.636828370054257, -50.46388294524958 -22.636566073935278))",2022-12-29,2023-01-26
runway_v2.4636,4636,111,2022-06-16,95,13/31,2100,45,,ASPH,,PCN,,2220,280,,,,,,,,,,,,,X,,43,TECH,,B,FLEXIBLE,,,,,,,,M,M,M,,M,M,M,,RWY,,2.5,M,"L14, 15",,M,M,,"POLYGON ((-51.12048682377108 -23.3370490870117, -51.1397701530712 -23.330521310170607, -51.13961873514498 -23.33013980178815, -51.12033539844518 -23.336667578947047, -51.12048682377108 -23.3370490870117))",2022-12-29,2023-01-26
runway_v2.4645,4645,136,2022-06-16,119,02/20,1670,30,,ASPH,,PCN,,,,,,,,,,,,,,,,X,,33,ACFT,,C,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,"L14, 15",,,,,"POLYGON ((-53.69761487597206 -24.69318151677697, -53.69741208163896 -24.67936762777368, -53.69711569635674 -24.679371260080078, -53.697318458023624 -24.6931851490767, -53.69761487597206 -24.69318151677697))",2022-12-29,2023-01-26
runway_v2.4704,4704,547,2022-06-16,526,17/35,2100,45,,ASPH,,PCN,,2220,150,,,,,,,,,,,,,X,,31,TECH,,A,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,7.5,M,"L14, 15",,,M,,"POLYGON ((-61.454224120513516 -11.48677499260068, -61.447138775564895 -11.50444182569108, -61.447522336536366 -11.50459145218226, -61.45460765758757 -11.48692461927285, -61.454224120513516 -11.48677499260068))",2022-12-29,2023-01-26
runway_v2.4706,4706,421,2022-06-16,404,16/34,1800,30,,ASPH,,PCN,,1920,80,,,,,,,,,,,,,Y,,6,ACFT,,C,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,"L14, 15",,M,M,,"POLYGON ((-43.082226001853876 -6.8400697770087895, -43.07300933319393 -6.85197533204976, -43.073224000843176 -6.85214133392598, -43.08244066418316 -6.840235778966989, -43.082226001853876 -6.8400697770087895))",2022-12-29,2023-01-26
runway_v2.4707,4707,127,2022-06-16,111,09/27,1680,30,,ASPH,,PCN,,1800,280,,,,,,,,,,,,,W,,36,TECH,,B,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,"L14, 15",,,,,"POLYGON ((-52.33648953356039 -28.24686579805114, -52.32057008663818 -28.241290797948448, -52.320457691229876 -28.24154253602612, -52.33637713230763 -28.24711753592343, -52.33648953356039 -28.24686579805114))",2022-12-29,2023-01-26
runway_v2.4708,4708,680,2022-08-11,657,08/26,1197.85,60,,ASPH,,PCN,,,,,,,,,,,,,,,,Y,,33,TECH,,B,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,,,,,,"POLYGON ((-66.12023782359618 0.6263112005597444, -66.11031837967963 0.6305112005557005, -66.11010939833032 0.6300110214419482, -66.1200288424137 0.6258110214379198, -66.12023782359618 0.6263112005597444))",2022-12-29,2023-01-26
runway_v2.4713,4713,675,2022-08-11,652,17/35,1199.93,30,,ASPH,,PCN,,,,,,,,,,,,,,,,Y,,13,,,C,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,,,,,,"POLYGON ((-66.84339200630019 1.12580525485228, -66.83988367374367 1.11554414385541, -66.84013854825251 1.1154558561390198, -66.84364688169595 1.1257169671421, -66.84339200630019 1.12580525485228))",2022-12-29,2023-01-26
runway_v2.4714,4714,635,2022-08-11,612,13/31,1140,23,,GRASS,,PCN,,,,,,,,,,,,,,,,Z,,3,,,B,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,,,,,,"POLYGON ((-64.49833982233919 4.0054523163279, -64.48947871150064 4.00194676033618, -64.48955462249045 4.00175323966182, -64.49841573365188 4.005258795670099, -64.49833982233919 4.0054523163279))",2022-12-29,2023-01-26
runway_v2.4740,4740,5,2022-12-29,3,06/24,2800,45,,ASPH,,PCN,,2920,300,,,,,,(6),,,,,,,X,,67,TECH,,A,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,14A 15,,M,M,,"POLYGON ((-48.485150175406645 -1.3878716647544398, -48.46721961935495 -1.37010499773277, -48.46693593662799 -1.3703950022586, -48.48486649057606 -1.38816166923682, -48.485150175406645 -1.3878716647544398))",2022-12-29,2023-01-26
runway_v2.4741,4741,40,2022-12-29,32,06/24,2158,45,,ASPH,,PCN,,2278,280,,,,,,,,,,,,,X,,78,TECH,,D,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,6.9,M,"L14A, 15",,,,,"POLYGON ((-67.90230299236846 -9.874159692978619, -67.8857724328116 -9.8635680258715, -67.88554978907368 -9.86390975209003, -67.9020803415167 -9.87450141898287, -67.90230299236846 -9.874159692978619))",2022-12-29,2023-01-26
runway_v2.4745,4745,51,2022-10-06,39,06/24,2385,45,,ASPH,,PCN,,2505,280,,,,,,,,,,,,,X,,52,TECH,,B,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,"L14A, 15",,,,,"POLYGON ((-44.24362105388009 -2.59694963394108, -44.23010716281506 -2.58018574490717, -44.229792837153454 -2.58044203307306, -44.24330672408823 -2.59720592203902, -44.24362105388009 -2.59694963394108))",2022-12-29,2023-01-26
runway_v2.4746,4746,137,2022-10-06,120,02/20,2200,45,,ASPH,,PCN,,2320,280,,,,,,,,,,,,,X,,46,TECH,,A,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,"L14, 15",,,M,,"POLYGON ((-42.82287680029781 -5.06992124576408, -42.824949016166656 -5.05012957877715, -42.82454542784647 -5.050087087160099, -42.82247319971537 -5.0698787541729295, -42.82287680029781 -5.06992124576408))",2022-12-29,2023-01-26
runway_v2.4747,4747,64,2022-12-29,50,04/22,2500,30,,ASPH,,PCN,,2620,280,,,,,,,,,,,,,X,,48,TECH,,B,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,"L14, 15",,,,,"POLYGON ((-56.109971547174034 -9.8770186360816, -56.10282709375951 -9.85553530302766, -56.10256735020724 -9.85562025292227, -56.10971178679264 -9.87710358586821, -56.109971547174034 -9.8770186360816))",2022-12-29,2023-01-26
runway_v2.4748,4748,69,2022-12-29,54,18/36,1390,31,,ASPH,,PCN,,1510,150,,,,,,,,,,,,,X,,21,TECH,,B,FLEXIBLE,,,,,,,,,M,M,,,M,M,,RWY,,,,"L14 (6), 15",,,,,"POLYGON ((-49.23332129324272 -25.40179984242036, -49.229257393625794 -25.41083039748535, -49.22954260649868 -25.41093626837593, -49.233606484881705 -25.40190571344098, -49.23332129324272 -25.40179984242036))",2022-12-29,2023-01-26
runway_v2.4778,4778,8037,2022-11-03,7267,04/22,2500,45,,ASPH,,PCN,,,,,,,,,,,,,,,,X,,36,TECH,,A,FLEXIBLE,,,,,,,,,,M,,,,M,,RWY,,,,,A,,,,"POLYGON ((-61.12719007981859 1.8340058484956898, -61.11672897081728 1.85401418147423, -61.11637102920172 1.85382470650747, -61.12683214220022 1.8338163734862098, -61.12719007981859 1.8340058484956898))",2022-12-29,2023-01-26
runway_v2.4780,4780,7551,2022-05-19,6913,15/33,1200,18,,ASPH,,PCN,5.100Kg/ 0.50 MPa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,M,,M,,RWY,,,,"L14,15",,M,M,,"POLYGON ((-72.78259103460194 -8.95496758584242, -72.77638547796148 -8.96388425286467, -72.77652007805554 -8.963976859122969, -72.78272563141508 -8.955060192145229, -72.78259103460194 -8.95496758584242))",2022-12-29,2023-01-26
runway_v2.4781,4781,6887,2022-10-06,6412,09/27,950,22,,GRAVEL,,PCN,"5700Kg/0,50MPa",1010.2,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,M,,RWY,,,,,,,M,,"POLYGON ((-45.08837592286124 -8.33394546415043, -45.08027314460486 -8.33099824213659, -45.08020463337888 -8.331185091860009, -45.08830741112249 -8.33413231384617, -45.08837592286124 -8.33394546415043))",2022-12-29,2023-01-26
